Filename;UnifiedQualityScore;BackgroundUniformity;IlluminationUniformity;LuminanceMean;LuminanceVariance;UnderExposurePrevention;OverExposurePrevention;DynamicRange;Sharpness;CompressionArtifacts;NaturalColour;SingleFacePresent;EyesOpen;MouthClosed;EyesVisible;MouthOcclusionPrevention;FaceOcclusionPrevention;InterEyeDistance;HeadSize;LeftwardCropOfTheFaceImage;RightwardCropOfTheFaceImage;DownwardCropOfTheFaceImage;UpwardCropOfTheFaceImage;HeadPoseYaw;HeadPosePitch;HeadPoseRoll;ExpressionNeutrality;NoHeadCoverings;UnifiedQualityScore.scalar;BackgroundUniformity.scalar;IlluminationUniformity.scalar;LuminanceMean.scalar;LuminanceVariance.scalar;UnderExposurePrevention.scalar;OverExposurePrevention.scalar;DynamicRange.scalar;Sharpness.scalar;CompressionArtifacts.scalar;NaturalColour.scalar;SingleFacePresent.scalar;EyesOpen.scalar;MouthClosed.scalar;EyesVisible.scalar;MouthOcclusionPrevention.scalar;FaceOcclusionPrevention.scalar;InterEyeDistance.scalar;HeadSize.scalar;LeftwardCropOfTheFaceImage.scalar;RightwardCropOfTheFaceImage.scalar;DownwardCropOfTheFaceImage.scalar;UpwardCropOfTheFaceImage.scalar;HeadPoseYaw.scalar;HeadPosePitch.scalar;HeadPoseRoll.scalar;ExpressionNeutrality.scalar;NoHeadCoverings.scalar;Unnamed: 57
Indian_341_0.png;25.107811;99.198562;0.673823;0.265899;0.026073;0.129349;0.0;7.198215;37;0.976965;0.0;0.0;0.134289;0.068481;0.0;0.0;0.069495;138.362243;0.584104;1.553897;1.611716;0.810358;0.901666;-0.137455;-22.732498;2.040877;-5854.978027;0.226173;69;55;89;79;94;100.0;100.0;90;98;100;100;100;100;90;100;100;93;97;13;100;100;0;0;100;85;100;46;0;
Indian_343_8.png;21.895374;88.563072;0.680789;0.349401;0.032199;0.083747;1.6e-05;7.457088;31;0.809009;0.0;0.0;0.130422;0.171392;0.0;0.0;0.015699;101.266692;0.528344;1.979489;2.081524;0.933735;0.958971;-14.581143;0.908561;1.011253;-10732.178711;0.0;40;59;89;95;88;100.0;100.0;93;97;100;100;100;100;62;100;100;98;83;35;100;100;1;0;94;100;100;24;100;
Indian_344_4.png;27.418928;292.345659;0.691746;0.168644;0.012181;0.289888;0.0;6.654187;44;0.941895;0.0;0.0;0.126811;0.113895;0.0;0.0;0.027185;111.53467;0.530042;1.853321;1.87149;0.937033;0.94961;-9.287034;-4.469934;1.480162;-14224.583984;0.0;85;11;90;35;97;100.0;100.0;83;99;100;100;100;100;81;100;100;97;89;34;100;100;1;0;97;99;100;14;100;
Indian_348_22.png;23.516914;30.413886;0.41955;0.24304;0.01334;0.072292;0.0;6.669493;8;0.820386;0.0;0.0;0.116935;0.171817;0.0;0.0;0.071158;99.927659;0.529531;1.915897;2.173411;0.931643;0.956822;-13.705301;6.832348;-1.737297;-12059.255859;3.8e-05;55;85;77;70;98;100.0;100.0;83;86;100;100;100;100;62;100;100;93;82;34;100;100;1;0;94;99;100;20;100;
Indian_348_28.png;22.31492;88.120178;0.306122;0.494967;0.035193;0.057672;0.0;7.437356;-40;0.936601;0.0;0.0;0.127605;0.142082;0.0;0.0;0.050124;100.052602;0.497675;2.182291;2.042538;1.004671;1.004671;21.60786;0.120637;1.494062;-12037.749023;0.209018;43;60;70;100;85;100.0;100.0;93;10;100;100;100;100;72;100;100;95;82;56;100;100;2;0;86;100;100;20;0;
Indian_353_3.png;23.213026;118.866976;0.492382;0.139886;0.00706;0.379297;0.0;6.321511;37;0.935921;0.0;0.0;0.125628;0.112902;0.0;0.0;0.026627;101.562114;0.532254;1.955705;2.005091;0.91435;0.964452;-4.548263;-8.25867;3.155273;-4871.979492;0.0;52;48;81;23;80;100.0;100.0;79;98;100;100;100;100;81;100;100;97;83;32;100;100;1;0;99;98;100;51;100;
Indian_353_4.png;22.080156;139.442855;0.517313;0.14812;0.009263;0.392005;0.0;6.429719;44;0.916377;2.908321;0.0;0.140361;0.007373;0.0;0.0;0.003143;100.06775;0.452109;2.03967;2.145903;1.054317;1.157537;-19.831983;-22.838793;5.377346;4337.606445;0.0;41;41;82;26;90;100.0;100.0;80;99;100;86;100;100;96;100;100;100;82;98;100;100;3;0;88;85;99;87;100;
Indian_355_0.png;20.874233;82.776688;0.809557;0.124123;0.003487;0.368711;0.0;5.86034;44;0.93579;0.0;0.0;0.125762;0.083871;0.0;0.0;0.048103;105.040906;0.516669;1.92381;1.933333;0.929027;1.006446;1.599055;-7.855691;0.694663;1201.048462;0.0;31;62;94;18;52;100.0;100.0;73;99;100;100;100;100;87;100;100;95;85;42;100;100;1;0;100;98;100;78;100;
Indian_358_0.png;23.407846;299.773294;0.573302;0.099191;0.006694;0.611888;0.0;6.032714;43;0.783693;7.298875;0.0;0.124136;0.07502;0.0;0.0;0.022133;101.22724;0.535042;2.007492;1.987517;0.903357;0.965657;8.463252;-10.950822;-3.754812;-5797.484375;0.0;54;10;85;12;78;100.0;100.0;75;99;100;65;100;100;89;100;100;98;83;31;100;100;1;0;98;96;100;46;100;
Indian_358_2.png;20.823338;249.257085;0.232253;0.161613;0.022932;0.44769;0.0;6.775334;28;0.854943;0.0;0.0;0.112417;0.141371;0.0;0.133043;0.058128;100.060782;0.500178;1.989382;2.070997;0.966323;1.032966;-11.590484;-23.882674;3.538971;-9042.753906;0.0;30;16;65;32;97;100.0;100.0;85;96;100;100;100;100;73;100;87;94;82;54;100;100;1;0;96;84;100;31;100;
